,target_loc,Coordinates,latitude,longitude
3744,"Marble Falls, Texas","(30.5781414, -98.2753857)",30.5781414,-98.2753857
3745,"Harlingen, Texas","(26.1908241, -97.6959794)",26.1908241,-97.6959794
3746,"Collin, Texas","(33.1609629, -96.6060984)",33.1609629,-96.6060984
3747,"Frisco, Texas","(33.1506744, -96.8236116)",33.1506744,-96.8236116
3748,"Richmond, Texas","(29.5821811, -95.7607832)",29.5821811,-95.7607832
3749,"Goliad, Texas","(28.6467776, -97.4379552)",28.6467776,-97.4379552
3750,"Bellaire, Texas","(29.7057858, -95.4588299)",29.7057858,-95.4588299
3751,"Pasadena, Texas","(29.6910625, -95.2091006)",29.6910625,-95.2091006
3752,"Katy, Texas","(29.7857853, -95.8243956)",29.7857853,-95.8243956
3753,"Independent School District:, Texas","(30.2678018, -97.75116747097053)",30.2678018,-97.75116747
3754,"McAllen, Texas","(26.2043691, -98.230082)",26.2043691,-98.230082
3755,"Mercedes, Texas","(26.1497977, -97.9136112)",26.1497977,-97.9136112
3756,"Edna, Texas","(28.9772626, -96.6462526)",28.9772626,-96.6462526
3757,"Cleburne, Texas","(32.3476438, -97.3866837)",32.3476438,-97.3866837
3758,"Bellmead, Texas","(31.5940545, -97.1088903)",31.5940545,-97.1088903
3759,"Nueces, Texas","(27.7153774, -97.6199942)",27.7153774,-97.6199942
3760,"Mineral Wells, Texas","(32.8084605, -98.1128223)",32.8084605,-98.1128223
3761,"Carthage, Texas","(32.1570412, -94.338114)",32.1570412,-94.338114
3762,"Springtown, Texas","(32.97067175, -97.68392100646909)",32.97067175,-97.68392101
3763,"Amarillo College, Texas","(35.18932685, -101.84684825513963)",35.18932685,-101.8468483
3764,"Whitehouse, Texas","(32.2268666, -95.2259279)",32.2268666,-95.2259279
3765,"Benbrook, Texas","(32.673188, -97.4605759)",32.673188,-97.4605759
3766,"Mansfield, Texas","(32.5631924, -97.1416768)",32.5631924,-97.1416768
3767,"Carbon, Utah","(39.6023917, -110.6505023)",39.6023917,-110.6505023
3768,"Roosevelt, Utah","(40.299403, -109.9887605)",40.299403,-109.9887605
3769,"Emery, Utah","(38.9844774, -110.8038549)",38.9844774,-110.8038549
3770,"Moab, Utah","(38.5738096, -109.5462146)",38.5738096,-109.5462146
3771,"Grantsville, Utah","(40.6000817, -112.4635316)",40.6000817,-112.4635316
3772,"Heber, Utah","(40.5043831, -111.41415891412382)",40.5043831,-111.4141589
3773,"Roy, Utah","(41.1617999, -112.0261903)",41.1617999,-112.0261903
3774,"Parks and Recreation, Utah","(41.20376795, -112.047775875)",41.20376795,-112.0477759
3775,"Carroll, Virginia","(39.4721089, -93.3328081)",39.4721089,-93.3328081
3776,"Clarke, Virginia","(39.119728, -77.9926448)",39.119728,-77.9926448
3777,"Cumberland, Virginia","(37.4966375, -78.2446058)",37.4966375,-78.2446058
3778,"Fluvanna, Virginia","(37.8488527, -78.2789994)",37.8488527,-78.2789994
3779,"West Point, Virginia","(37.5315303, -76.7963566)",37.5315303,-76.7963566
3780,"Orange, Virginia","(38.2454106, -78.1108342)",38.2454106,-78.1108342
3781,"Powhatan, Virginia","(37.5420237, -77.9190619)",37.5420237,-77.9190619
3782,"Virginia Military Institute, Virginia","(37.79133385, -79.43551519617112)",37.79133385,-79.4355152
3783,"James Madison University, Virginia","(38.4364404, -78.86896481344405)",38.4364404,-78.86896481
3784,"Woodstock, Virginia","(38.8817784, -78.5058429)",38.8817784,-78.5058429
3785,"Westmoreland, Virginia","(38.0865259, -78.4544553)",38.0865259,-78.4544553
3786,"Poquoson, Virginia","(37.1219885, -76.3965772)",37.1219885,-76.3965772
3787,"Bristol, Virginia","(36.5959685, -82.1885009)",36.5959685,-82.1885009
3788,"Thomas Nelson Community College, Virginia","(37.06350975, -76.41928549164314)",37.06350975,-76.41928549
3789,"Hopewell, Virginia","(37.3043154, -77.2872001)",37.3043154,-77.2872001
3790,"Virginia Commonwealth University, Virginia","(37.548215, -77.45306422116147)",37.548215,-77.45306422
3791,"University of Vermont, Vermont","(44.4737365, -73.19414679705882)",44.4737365,-73.1941468
3792,"St. Albans, Vermont","(44.8107911, -73.0833607)",44.8107911,-73.0833607
3793,"Castleton, Vermont","(43.6111275, -73.1807089)",43.6111275,-73.1807089
3794,"Springfield, Vermont","(43.2988268, -72.481771)",43.2988268,-72.481771
3795,"Clarkston, Washington","(46.4162724, -117.0451796)",46.4162724,-117.0451796
3796,"Wenatchee, Washington","(47.4234599, -120.3103494)",47.4234599,-120.3103494
3797,"Washougal, Washington","(45.5819594, -122.3479921)",45.5819594,-122.3479921
3798,"Columbia, Washington","(38.8949924, -77.0365581)",38.8949924,-77.0365581
3799,"Kelso, Washington","(46.1420334, -122.9060318)",46.1420334,-122.9060318
3800,"Kalama, Washington","(46.0085225, -122.8424709)",46.0085225,-122.8424709
3801,"Pasco, Washington","(46.244206750000004, -119.10181999130866)",46.24420675,-119.10182
3802,"Grant, Washington","(45.084411, -92.9104908)",45.084411,-92.9104908
3803,"Hoquiam, Washington","(46.980929, -123.889335)",46.980929,-123.889335
3804,"Jefferson, Washington","(40.2859036, -80.4986795)",40.2859036,-80.4986795
3805,"Normandy Park, Washington","(47.4351528, -122.339601)",47.4351528,-122.339601
3806,"Kenmore, Washington","(47.7573202, -122.2440148)",47.7573202,-122.2440148
3807,"Klickitat, Washington","(45.8151021, -121.1542694)",45.8151021,-121.1542694
3808,"Napavine, Washington","(46.5795176, -122.9111881)",46.5795176,-122.9111881
3809,"Lincoln, Washington","(35.949526, -94.4235482)",35.949526,-94.4235482
3810,"Fife, Washington","(47.2359524, -122.3626381)",47.2359524,-122.3626381
3811,"Milton, Washington","(47.2481166, -122.312837)",47.2481166,-122.312837
3812,"Sedro Woolley, Washington","(48.5049158, -122.2349409)",48.5049158,-122.2349409
3813,"Skamania, Washington","(45.6173396, -122.041751)",45.6173396,-122.041751
3814,"Granite Falls, Washington","(48.0817561, -121.96947)",48.0817561,-121.96947
3815,"Tumwater, Washington","(47.0080655, -122.910368)",47.0080655,-122.910368
3816,"Lacey, Washington","(47.0263876, -122.8072257)",47.0263876,-122.8072257
3817,"Western Washington University, Washington","(48.727623, -122.4898664)",48.727623,-122.4898664
3818,"Algoma, Wisconsin","(44.6107841, -87.4387358)",44.6107841,-87.4387358
3819,"Sparta, Wisconsin","(43.9441328, -90.8129118)",43.9441328,-90.8129118
3820,"Burlington, Wisconsin","(42.6780758, -88.27619)",42.6780758,-88.27619
3821,"Wellsburg, West Virginia","(40.2720146, -80.6095187)",40.2720146,-80.6095187
3822,"Barboursville, West Virginia","(38.4095298, -82.2945923)",38.4095298,-82.2945923
3823,"Oak Hill, West Virginia","(37.9723339, -81.1487136)",37.9723339,-81.1487136
3824,"Harrison, West Virginia","(38.5128786, -80.9534376)",38.5128786,-80.9534376
3825,"Dunbar, West Virginia","(38.3606509, -81.7373485)",38.3606509,-81.7373485
3826,"McDowell, West Virginia","(37.4028931, -81.3803801)",37.4028931,-81.3803801
3827,"Moundsville, West Virginia","(39.9203526, -80.7431407)",39.9203526,-80.7431407
3828,"Gillette, Wyoming","(44.290635, -105.501876)",44.290635,-105.501876
3829,"Fairfield, Alabama","(33.4859402, -86.9119366)",33.4859402,-86.9119366
3830,"Baxter, Arkansas","(36.2820691, -92.3445222)",36.2820691,-92.3445222
3831,"Oro Valley, Arizona","(32.3909071, -110.966488)",32.3909071,-110.966488
3832,"Cottonwood, Arizona","(34.739489, -112.0097939)",34.739489,-112.0097939
3833,"Piedmont, California","(37.8243715, -122.231635)",37.8243715,-122.231635
3834,"Ione, California","(38.3526913, -120.9327177)",38.3526913,-120.9327177
3835,"Coalinga, California","(36.139678, -120.3601496)",36.139678,-120.3601496
3836,"Glenn, California","(39.5912766, -122.3778662)",39.5912766,-122.3778662
3837,"Imperial, California","(33.0305487, -115.3595666)",33.0305487,-115.3595666
3838,"Los Angeles County Metropolitan Transportation Authority, California","(None, None)",,
3839,"Central Marin, California","(38.0409144, -122.6199638)",38.0409144,-122.6199638
3840,"Brea, California","(33.9170444, -117.888855)",33.9170444,-117.888855
3841,"Laguna Niguel, California","(33.5225261, -117.7075526)",33.5225261,-117.7075526
3842,"Menifee, California","(33.6864432, -117.1770437)",33.6864432,-117.1770437
3843,"Twentynine Palms, California","(34.1649, -116.03664639611176)",34.1649,-116.0366464
3844,"Grover Beach, California","(35.1209452, -120.621837)",35.1209452,-120.621837
3845,"Buellton, California","(34.6134727, -120.1936692)",34.6134727,-120.1936692
3846,"Goleta, California","(34.4358295, -119.8276389)",34.4358295,-119.8276389
3847,"Windsor, California","(38.5471327, -122.8163802)",38.5471327,-122.8163802
3848,"Waterford, California","(37.6413202, -120.7604834)",37.6413202,-120.7604834
3849,"Moorpark, California","(34.285558, -118.8820414)",34.285558,-118.8820414
3850,"Yolo, California","(38.7184542, -121.9059001)",38.7184542,-121.9059001
3851,"Brighton, Colorado","(39.906998349999995, -104.83739971948131)",39.90699835,-104.8373997
3852,"Idaho Springs, Colorado","(39.74622155, -105.51009099348364)",39.74622155,-105.510091
3853,"New Castle, Colorado","(39.580997499999995, -107.52930281724925)",39.5809975,-107.5293028
3854,"Gilpin, Colorado","(39.8586654, -105.5025219)",39.8586654,-105.5025219
3855,"Gunnison, Colorado","(38.6476702, -107.0603126)",38.6476702,-107.0603126
3856,"La Plata, Colorado","(37.2889732, -107.8539029)",37.2889732,-107.8539029
3857,"Teller, Colorado","(38.889575, -105.1797307)",38.889575,-105.1797307
3858,"Brookfield, Connecticut","(41.4825947, -73.4095652)",41.4825947,-73.4095652
3859,"Cheshire, Connecticut","(41.4989861, -72.900658)",41.4989861,-72.900658
3860,"Easton, Connecticut","(41.2528738, -73.2973394)",41.2528738,-73.2973394
3861,"Farmington, Connecticut","(41.7198216, -72.8320435)",41.7198216,-72.8320435
3862,"Middlebury, Connecticut","(41.5278742, -73.1276107)",41.5278742,-73.1276107
3863,"North Haven, Connecticut","(41.3909305, -72.859545)",41.3909305,-72.859545
3864,"Plainfield, Connecticut","(41.6764876, -71.915073)",41.6764876,-71.915073
3865,"Redding, Connecticut","(41.3025956, -73.3834532)",41.3025956,-73.3834532
3866,"Vernon, Connecticut","(41.8382921, -72.4663331)",41.8382921,-72.4663331
3867,"Watertown, Connecticut","(41.6062078, -73.1181658)",41.6062078,-73.1181658
3868,"Wilton, Connecticut","(41.1953739, -73.4378988)",41.1953739,-73.4378988
3869,"Woodbridge, Connecticut","(41.352597, -73.0084385)",41.352597,-73.0084385
3870,"State Fire Marshal, Delaware","(None, None)",,
3871,"Titusville, Florida","(28.6122187, -80.8075538)",28.6122187,-80.8075538
3872,"Margate, Florida","(26.2445263, -80.206436)",26.2445263,-80.206436
3873,"Clewiston, Florida","(26.7542312, -80.9336753)",26.7542312,-80.9336753
3874,"Lee, Florida","(26.5999265, -81.8823135)",26.5999265,-81.8823135
3875,"West Palm Beach, Florida","(26.715364, -80.0532942)",26.715364,-80.0532942
3876,"Sumter, Florida","(28.6689748, -82.076402)",28.6689748,-82.076402
3877,"Wakulla, Florida","(30.1480038, -84.3543512)",30.1480038,-84.3543512
3878,"Gwinnett County Police Department, Georgia","(34.065752, -83.9722583)",34.065752,-83.9722583
3879,"Atlantic, Iowa","(41.4036007, -95.0138776)",41.4036007,-95.0138776
3880,"Hardin, Iowa","(42.3840463, -93.2293918)",42.3840463,-93.2293918
3881,"Fort Dodge, Iowa","(42.4974694, -94.1680158)",42.4974694,-94.1680158
3882,"Pocatello, Idaho","(42.8688613, -112.4401098)",42.8688613,-112.4401098
3883,"Lewiston, Idaho","(46.4195913, -117.0216144)",46.4195913,-117.0216144
3884,"Rantoul, Illinois","(40.3083672, -88.1558785)",40.3083672,-88.1558785
3885,"Schaumburg, Illinois","(42.0333608, -88.083406)",42.0333608,-88.083406
3886,"Streamwood, Illinois","(42.0255827, -88.1784085)",42.0255827,-88.1784085
3887,"Glenview, Illinois","(42.0700662, -87.8114044)",42.0700662,-87.8114044
3888,"Hoffman Estates, Illinois","(42.0427256, -88.0792782)",42.0427256,-88.0792782
3889,"Homewood, Illinois","(41.5573283, -87.6654739)",41.5573283,-87.6654739
3890,"Palestine, Illinois","(39.0036537, -87.612802)",39.0036537,-87.612802
3891,"Addison, Illinois","(41.931696, -87.9889556)",41.931696,-87.9889556
3892,"Lombard, Illinois","(41.8864687, -88.0201536)",41.8864687,-88.0201536
3893,"West Chicago, Illinois","(41.8847507, -88.2039607)",41.8847507,-88.2039607
3894,"Fulton, Illinois","(40.4714305, -90.1845556)",40.4714305,-90.1845556
3895,"Batavia, Illinois","(41.8500284, -88.3125738)",41.8500284,-88.3125738
3896,"Plano, Illinois","(41.662877, -88.5366814)",41.662877,-88.5366814
3897,"Grayslake, Illinois","(42.3433518, -88.0412192)",42.3433518,-88.0412192
3898,"Wamac, Illinois","(38.4968075, -89.14648072190121)",38.4968075,-89.14648072
3899,"Hillsboro, Illinois","(39.1609575, -89.4933899)",39.1609575,-89.4933899
3900,"O'Fallon, Illinois","(38.5922715, -89.9112124)",38.5922715,-89.9112124
3901,"Shiloh, Illinois","(38.5614383, -89.8973233)",38.5614383,-89.8973233
3902,"Winnebago, Illinois","(42.3255276, -89.1496574)",42.3255276,-89.1496574
3903,"Eureka, Illinois","(40.7213015, -89.2726708)",40.7213015,-89.2726708
3904,"Columbus, Indiana","(39.2014405, -85.9213796)",39.2014405,-85.9213796
3905,"Fishers, Indiana","(39.9555928, -86.0138729)",39.9555928,-86.0138729
3906,"Anderson, Indiana","(40.1053196, -85.6802541)",40.1053196,-85.6802541
3907,"Montgomery, Indiana","(38.6625493, -87.0461181)",38.6625493,-87.0461181
3908,"Shelbyville, Indiana","(39.5214373, -85.7769238)",39.5214373,-85.7769238
3909,"Hiawatha, Kansas","(39.8524033, -95.5364966)",39.8524033,-95.5364966
3910,"Burlington, Kansas","(38.1944667, -95.7427641)",38.1944667,-95.7427641
3911,"Elwood, Kansas","(39.7555499, -94.8724661)",39.7555499,-94.8724661
3912,"Ottawa, Kansas","(39.1273653, -97.6568094)",39.1273653,-97.6568094
3913,"Hamilton, Kansas","(38.0058948, -101.8141159)",38.0058948,-101.8141159
3914,"Jackson, Kansas","(39.4030917, -95.8159647)",39.4030917,-95.8159647
3915,"Johnson County Park, Kansas","(38.8837933, -94.8389141)",38.8837933,-94.8389141
3916,"Kearny, Kansas","(37.9960049, -101.3523356)",37.9960049,-101.3523356
3917,"Lyon, Kansas","(38.4573987, -96.1683124)",38.4573987,-96.1683124
3918,"Paola, Kansas","(38.5723318, -94.8786484)",38.5723318,-94.8786484
3919,"Osawatomie, Kansas","(38.4970321, -94.9508229)",38.4970321,-94.9508229
3920,"Saline, Kansas","(38.7704462, -97.6669832)",38.7704462,-97.6669832
3921,"Goddard, Kansas","(37.6597363, -97.5753256)",37.6597363,-97.5753256
3922,"Wellington, Kansas","(37.2675076, -97.3999395)",37.2675076,-97.3999395
3923,"Kansas City, Kansas","(39.1134562, -94.626497)",39.1134562,-94.626497
3924,"Edwardsville, Kansas","(39.0611154, -94.8196847)",39.0611154,-94.8196847
3925,"Owingsville, Kentucky","(38.1448015, -83.7640847)",38.1448015,-83.7640847
3926,"Augusta, Kentucky","(38.7717376, -84.0057628)",38.7717376,-84.0057628
3927,"Breckinridge, Kentucky","(38.4414625, -84.378549)",38.4414625,-84.378549
3928,"Morgantown, Kentucky","(37.2256023, -86.6835998)",37.2256023,-86.6835998
3929,"Cold Spring, Kentucky","(39.0217283, -84.4399406)",39.0217283,-84.4399406
3930,"Pennyrile Narcotics Task Force, Kentucky","(None, None)",,
3931,"Albany, Kentucky","(36.6917878, -85.1353856)",36.6917878,-85.1353856
3932,"Gallatin, Kentucky","(38.7531444, -84.8435828)",38.7531444,-84.8435828
3933,"Williamstown, Kentucky","(38.6381245, -84.5604977)",38.6381245,-84.5604977
3934,"Raceland, Kentucky","(38.5399754, -82.7283275)",38.5399754,-82.7283275
3935,"Jeffersontown, Kentucky","(38.1942356, -85.5644033)",38.1942356,-85.5644033
3936,"Kenton, Kentucky","(38.8683985, -84.4560507)",38.8683985,-84.4560507
3937,"London, Kentucky","(37.1289771, -84.0832646)",37.1289771,-84.0832646
3938,"Lewis, Kentucky","(38.5192128, -83.3400338)",38.5192128,-83.3400338
3939,"Stanford, Kentucky","(37.5311901, -84.6618876)",37.5311901,-84.6618876
3940,"Marion, Kentucky","(37.3328286, -88.0811349)",37.3328286,-88.0811349
3941,"Pendleton, Kentucky","(38.4622879, -85.3035678)",38.4622879,-85.3035678
3942,"Pulaski, Kentucky","(37.2089669, -84.6388326)",37.2089669,-84.6388326
3943,"Jamestown, Kentucky","(36.98479, -85.06301)",36.98479,-85.06301
3944,"Russell Springs, Kentucky","(37.0439, -85.07684871153846)",37.0439,-85.07684871
3945,"Harahan, Louisiana","(29.9404826, -90.2031313)",29.9404826,-90.2031313
3946,"Bernice, Louisiana","(32.8220876, -92.6579295)",32.8220876,-92.6579295
3947,"Raynham, Massachusetts","(41.9487118, -71.0731008)",41.9487118,-71.0731008
3948,"Westport, Massachusetts","(41.6220399, -71.0780195)",41.6220399,-71.0780195
3949,"West Tisbury, Massachusetts","(41.3812245, -70.6744723)",41.3812245,-70.6744723
3950,"Gloucester, Massachusetts","(42.6159286, -70.6619888)",42.6159286,-70.6619888
3951,"Merrimac, Massachusetts","(42.8306456, -71.0022786)",42.8306456,-71.0022786
3952,"North Andover, Massachusetts","(42.6839894, -71.1127065)",42.6839894,-71.1127065
3953,"Deerfield, Massachusetts","(42.5195925, -72.6103994)",42.5195925,-72.6103994
3954,"Agawam, Massachusetts","(42.066186, -72.6484627)",42.066186,-72.6484627
3955,"Springfield Technical Community College, Massachusetts","(42.108528750000005, -72.57997354174802)",42.10852875,-72.57997354
3956,"Ware, Massachusetts","(42.2690764, -72.271023)",42.2690764,-72.271023
3957,"Melrose, Massachusetts","(42.4564323, -71.064182)",42.4564323,-71.064182
3958,"North Reading, Massachusetts","(42.5750939, -71.0786653)",42.5750939,-71.0786653
3959,"Wakefield, Massachusetts","(42.506484, -71.0728306)",42.506484,-71.0728306
3960,"Woburn, Massachusetts","(42.4792618, -71.1522766)",42.4792618,-71.1522766
3961,"Cohasset, Massachusetts","(42.2419023, -70.8044436)",42.2419023,-70.8044436
3962,"Norfolk, Massachusetts","(42.1195426, -71.3250564)",42.1195426,-71.3250564
3963,"Mattapoisett, Massachusetts","(41.658438, -70.8161468)",41.658438,-70.8161468
3964,"Massasoit Community College, Massachusetts","(41.8923221, -70.9123127528583)",41.8923221,-70.91231275
3965,"Massachusetts General Hospital, Massachusetts","(42.36286045, -71.06875296664998)",42.36286045,-71.06875297
3966,"Oxford, Massachusetts","(42.1336307, -71.8592889)",42.1336307,-71.8592889
3967,"Thurmont, Maryland","(39.6237094, -77.4108201)",39.6237094,-77.4108201
3968,"Salisbury, Maryland","(38.366027, -75.6009964)",38.366027,-75.6009964
3969,"Westbrook, Maine","(43.6763036, -70.3663874)",43.6763036,-70.3663874
3970,"Gouldsboro, Maine","(44.478412, -68.0383389)",44.478412,-68.0383389
3971,"Kennebec, Maine","(44.6684111, -67.46388)",44.6684111,-67.46388
3972,"Waterville, Maine","(44.5520105, -69.6317121)",44.5520105,-69.6317121
3973,"Hampden, Maine","(44.7445159, -68.836982)",44.7445159,-68.836982
3974,"Bath, Maine","(43.910755, -69.820862)",43.910755,-69.820862
3975,"Prairieville Township, Michigan","(42.4645289, -85.48428538150442)",42.4645289,-85.48428538
3976,"Chikaming Township, Michigan","(41.8637911, -86.61408697558777)",41.8637911,-86.61408698
